cat,lat,lon,title,description
ao,61.636742,12.716652,Njupeskärs Vattenfall,https://www.atlasobscura.com/places/njupeskars-vattenfall-swedens-almost-highest-waterfall
ao,54.106286,-2.809086,The Praying Shell,https://www.atlasobscura.com/places/the-praying-shell
ao,37.359125,-122.026808,Orchard Heritage Park,https://www.atlasobscura.com/places/orchard-heritage-park
ao,43.665368,-70.248238,The Portland Observatory,https://www.atlasobscura.com/places/the-portland-observatory
ao,26.425769,78.196357,Bateshwar Temple Complex,https://www.atlasobscura.com/places/bateshwar-temple-complex
ao,41.890551,12.478119,"The ""Sacconi Rossi"" Crypt",https://www.atlasobscura.com/places/the-sacconi-rossi-crypt
ao,54.072909,-2.867825,Eric Morecambe Statue,https://www.atlasobscura.com/places/eric-morecambe-statue
ao,35.228495,-80.817013,Freshlist's Seasonal Produce Clock,https://www.atlasobscura.com/places/freshlists-year-long-seasonal-produce-clock
ao,37.68523,-122.454686,Circus Showfolks of America Memorial,https://www.atlasobscura.com/places/circus-showfolks-of-america-memorial
ao,54.770152,-1.577251,The Count's House,https://www.atlasobscura.com/places/the-counts-house
ao,37.970772,23.729456,Church of Agios Demetrios of Diakos,https://www.atlasobscura.com/places/church-of-agios-demetrios-of-diakos
ao,44.4932,11.348804,The Three Arrows,https://www.atlasobscura.com/places/the-three-arrows
ao,48.34516,10.9349,Alter Floßhafen (Former Raft Port),https://www.atlasobscura.com/places/former-raft-port
ao,39.605301,-105.078701,Columbine Memorial,https://www.atlasobscura.com/places/columbine-memorial
ao,36.165007,-82.830208,Greeneville Cumberland Presbyterian Church,https://www.atlasobscura.com/places/greeneville-cumberland-presbyterian-church
ao,-36.760822,143.652002,The Welcome Stranger Monument,https://www.atlasobscura.com/places/the-welcome-stranger-monument
ao,39.406046,-105.475071,The Sasquatch Outpost,https://www.atlasobscura.com/places/the-sasquatch-outpost-and-museum
ao,56.954479,24.11394,Statue of Prince Mikhail Andreas Barclay de Tolly,https://www.atlasobscura.com/places/statue-of-prince-mikhail-andreas-barclay-de-tolly-riga-latvia
ao,43.910668,20.215499,Kula Gradina,https://www.atlasobscura.com/places/kula-gradina
ao,42.696397,23.331458,The Necropolis of St. Sophia Church,https://www.atlasobscura.com/places/the-necropolis-of-st-sophia-church
ao,31.217575,121.488208,Confucian Temple of Shanghai,https://www.atlasobscura.com/places/confucian-temple
ao,51.514224,-0.128237,Odeon Covent Garden,https://www.atlasobscura.com/places/odeon-covent-garden
ao,-37.024253,142.494682,Heatherlie Quarry,https://www.atlasobscura.com/places/heatherlie-quarry
ao,54.534494,-1.677321,Piercebridge Roman Bridge,https://www.atlasobscura.com/places/piercebridge-roman-bridge
ao,47.597923,-122.504109,The Labyrinth Mosaic and Halls Hill Lookout,https://www.atlasobscura.com/places/the-labyrinth-mosaic-and-halls-hill-lookout
ao,41.39148,2.164981,Casa Amatller,https://www.atlasobscura.com/places/casa-amatller
ao,43.138956,21.290628,"Monastery of the Holy Mother of God, Ston",https://www.atlasobscura.com/places/monastery-of-the-holy-mother-of-god-ston
ao,59.942373,30.305456,Berezovsky Mammoth,https://www.atlasobscura.com/places/berezovsky-mammoth
ao,51.720694,-2.553205,Lydney Camp,https://www.atlasobscura.com/places/lydney-camp
ao,42.2098,14.055854,Grotta di Sant'Angelo,https://www.atlasobscura.com/places/grotta-di-santangelo
ao,32.053105,34.752936,Suspended Orange Tree,https://www.atlasobscura.com/places/suspended-orange-tree
ao,-36.762328,175.172929,Stony Batter Historic Reserve,https://www.atlasobscura.com/places/stony-batter-historic-reserve
ao,42.055979,25.592597,Apartment of Soviet Life,https://www.atlasobscura.com/places/apartment-of-soviet-life
ao,42.405393,-71.213485,Metropolitan State Hospital (MSH),https://www.atlasobscura.com/places/metropolitan-state-hospital-msh
ao,51.507188,-0.072563,Silver Jubilee Crystal Crown,https://www.atlasobscura.com/places/silver-jubilee-monolith
ao,27.209608,78.00514,John Hessing's Tomb,https://www.atlasobscura.com/places/john-hessings-tomb
ao,44.006341,20.887967,'Crvena Kap',https://www.atlasobscura.com/places/crvena-kap
ao,41.764688,-72.669447,Great Scott Moon Rock,https://www.atlasobscura.com/places/great-scott-moon-rock
ao,19.042772,-98.197531,La Casa del que Mató al Animal,https://www.atlasobscura.com/places/casa-del-que-mato-al-animal
ao,54.97621,-1.662338,Benwell Roman Temple,https://www.atlasobscura.com/places/benwell-roman-site
ao,50.795654,4.346822,Cemetery Dieweg,https://www.atlasobscura.com/places/cemetery-dieweg
ao,41.122589,-112.017367,SR-71C Blackbird,https://www.atlasobscura.com/places/sr-71c-blackbird
ao,42.362268,-71.095022,Site of the First Transcontinental Call,https://www.atlasobscura.com/places/site-of-first-long-distance-phone-call
ao,36.959931,-84.093819,Harland Sanders Cafe and Museum,https://www.atlasobscura.com/places/harland-sanders-cafe-and-museum
ao,34.988257,-111.746187,Mayhew Lodge,https://www.atlasobscura.com/places/mayhew-lodge
ao,41.079991,-7.111782,Côa Museum,https://www.atlasobscura.com/places/coa-museum
ao,55.003485,-2.373829,Sycamore Gap,https://www.atlasobscura.com/places/sycamore-gap
ao,33.774555,-84.27845,Waffle House Museum,https://www.atlasobscura.com/places/waffle-house-museum
ao,54.106142,-2.749256,Dunald Mill Limestone Quarry,https://www.atlasobscura.com/places/dunald-mill-disused-limestone-quarry
ao,31.214085,121.468289,Zhou Enlai's Former Residence,https://www.atlasobscura.com/places/zhou-enlais-former-residence
ao,38.665254,-77.160696,George Mason's Gunston Hall,https://www.atlasobscura.com/places/gunston-hall
ao,38.704841,-9.161464,National Museum of Ancient Art,https://www.atlasobscura.com/places/national-museum-of-ancient-art
ao,43.446396,-72.535258,Indian Stones,https://www.atlasobscura.com/places/indian-stones
ao,41.91138,-75.865016,Penny Rock,https://www.atlasobscura.com/places/penny-rock
ao,60.152751,-1.139756,Lerwick Public Sign Snail,https://www.atlasobscura.com/places/lerwick-public-sign-snails
ao,37.778767,-122.391551,'Gods and Goddesses of Baseball',https://www.atlasobscura.com/places/gods-of-baseball
ao,16.025794,-16.501295,Faidherbe Bridge,https://www.atlasobscura.com/places/pont-faidherbe
ao,32.093298,118.829382,Xuanwu Lake Park,https://www.atlasobscura.com/places/xuanwu-park
ao,42.440481,-85.419942,Gilmore Car Museum,https://www.atlasobscura.com/places/gilmore-car-museum
ao,13.009999,-12.944821,Niokolo Koba Park,https://www.atlasobscura.com/places/niokolo-koba-park
ao,35.271411,-82.447247,Carl Sandburg Home National Historic Site,https://www.atlasobscura.com/places/carl-sandburg-home-national-historic-site
ao,52.206562,0.116072,"Newton's Apple Tree, Trinity College",https://www.atlasobscura.com/places/newtons-apple-tree-trinity-college
ao,42.33838,11.945835,Norchia Necropolis,https://www.atlasobscura.com/places/norchia-necropolis
ao,54.778659,22.866065,Franz Sederevičiaus Sculpture Ensemble,https://www.atlasobscura.com/places/franz-sedereviciaus-sculpture-ensemble
ao,44.620135,37.914762,Rio Shipwreck,https://www.atlasobscura.com/places/rio-shipwreck
ao,54.992446,-1.597706,"St. Mary's Well, Jesmond",https://www.atlasobscura.com/places/st-marys-well-newcastle-upon-tyne
ao,55.937409,-3.169241,Huang Kuan Statue,https://www.atlasobscura.com/places/huang-kuan-statue
ao,38.836908,-104.82414,Novis Mortem Collective,https://www.atlasobscura.com/places/novis-mortem-collective
ao,53.685774,23.825526,Januš Parulis Museum of Life and History of Hrodna,https://www.atlasobscura.com/places/museum-of-urban-life-and-history-of-grodno
ao,54.598057,-5.891118,C.S. Lewis Square,https://www.atlasobscura.com/places/c-s-lewis-square
ao,55.033839,-2.22251,"Temple of Mithras, Carrawburgh",https://www.atlasobscura.com/places/temple-of-mithras-carrawburgh
ao,41.59045,-109.970097,Granger Stage Station,https://www.atlasobscura.com/places/granger-stage-station
ao,45.412764,-75.688646,Dinosaur Crossing Signs and Statues,https://www.atlasobscura.com/places/dinosaur-crossing-signs-statues
ao,53.2986,-3.30853,Maen Achwyfan Cross,https://www.atlasobscura.com/places/maen-achwyfan-cross
ao,55.972146,-3.162265,John Rattray Statue,https://www.atlasobscura.com/places/john-rattray-statue
ao,48.210811,16.371203,Neidhart Frescoes,https://www.atlasobscura.com/places/neidhart-frescoes
ao,53.306364,-4.056672,St Seiroil's Well,https://www.atlasobscura.com/places/st-seiroils-well
ao,37.563154,-121.964875,California School for the Blind,https://www.atlasobscura.com/places/california-school-for-the-blind
ao,43.638133,-72.398159,Vermont Toy Museum,https://www.atlasobscura.com/places/vermont-toy-museum
ao,34.143055,-118.375619,Brady Bunch Home,https://www.atlasobscura.com/places/brady-bunch-home
ao,52.499837,-0.983012,Foxton Locks,https://www.atlasobscura.com/places/foxton-locks-and-inclined-plane
ao,36.538954,128.518142,Andong Hahoe Folk Village,https://www.atlasobscura.com/places/andong-hahoe-folk-village
ao,10.772118,106.685967,Secret Weapon Bunker,https://www.atlasobscura.com/places/secret-weapon-bunker
ao,39.382383,-79.078821,Pinnacle Knob Fire Tower,https://www.atlasobscura.com/places/pinnacle-knob-fire-tower-west-virginia
ao,37.33491,-121.887336,Show Your Stripes,https://www.atlasobscura.com/places/show-your-stripes
ao,39.835498,-123.843641,Enchanted Forest,https://www.atlasobscura.com/places/enchanted-forest-candelabra-redwoods
ao,33.8242,-116.549848,'The Babies',https://www.atlasobscura.com/places/palm-springs-babies
ao,52.617563,-9.376688,'The Colleen Bawn' Bust,https://www.atlasobscura.com/places/the-colleen-bawn-bust
ao,42.38167,-71.093486,Prospect Hill Tower,https://www.atlasobscura.com/places/prospect-hill-tower
ao,53.292575,-4.077266,Castell Aberlleiniog,https://www.atlasobscura.com/places/castell-aberlleiniog
ao,58.030243,11.551447,Skulptur i Pilane,https://www.atlasobscura.com/places/skulptur-i-pilane
ao,48.097811,20.689415,Diósgyőr Castle,https://www.atlasobscura.com/places/diosgyor-castle
ao,27.709798,85.502412,Buddha Peace Park,https://www.atlasobscura.com/places/buddha-peace-park
ao,55.955563,-2.975938,Preston Market Cross,https://www.atlasobscura.com/places/preston-cross
ao,31.211571,121.437388,Zhang Heng Seismoscope,https://www.atlasobscura.com/places/zhang-heng-seismoscope
ao,39.951772,-111.9559,Sinclair Gas Station,https://www.atlasobscura.com/places/old-sinclair-gas-station-elberta-utah
ao,41.85947,-69.957096,Three Sisters Lighthouses,https://www.atlasobscura.com/places/three-sisters-lighthouses
ao,41.696583,-87.972583,Lincoln Park Nursery Ruins,https://www.atlasobscura.com/places/lincoln-park-nursery-ruins
ao,52.739449,-2.021976,Cannock Chase German Military Cemetery,https://www.atlasobscura.com/places/german-military-cemetery-cannock-chase
ao,13.445793,103.856185,Phimeanakas,https://www.atlasobscura.com/places/phimeanakas
ao,40.439181,-80.00006,Former Pittsburgh Stock Exchange,https://www.atlasobscura.com/places/former-pittsburgh-stock-exchange
ao,28.128851,85.543805,Langtang Village Memorial,https://www.atlasobscura.com/places/langtang-memorial
ao,53.182165,-3.419011,Leicester's Church,https://www.atlasobscura.com/places/leicesters-church
ao,52.991211,-1.970581,Les Oakes and Sons Architectural Reclamation Yard,https://www.atlasobscura.com/places/les-oakes-and-sons-architectural-reclamation-yard
ao,55.975679,-3.170147,"Mary, Queen of Scots Plaque",https://www.atlasobscura.com/places/mary-queen-of-scots-plaque
ao,43.295787,21.28854,Spomenik Šljivi,https://www.atlasobscura.com/places/spomenik-sljivi
ao,50.790545,-1.974506,Lady Wimborne Bridge,https://www.atlasobscura.com/places/lady-wimborne-bridge
ao,40.366844,-74.945029,Vampa: Vampire & Paranormal Museum,https://www.atlasobscura.com/places/vampa-vampire-paranormal-museum
ao,56.655453,23.733337,Jelgava Palace,https://www.atlasobscura.com/places/jelgava-palace-latvia
ao,29.964573,-90.06787,Wooden Quilt Doors,https://www.atlasobscura.com/places/wooden-quilt-doors
ao,41.628372,-72.462521,Snake Rock,https://www.atlasobscura.com/places/snake-rock
ao,37.618403,22.388267,Church of Agia Fotini Mantineias,https://www.atlasobscura.com/places/church-of-agia-fotini-mantineias
ao,48.083069,-114.111643,Wreck of the Steamship Helena,https://www.atlasobscura.com/places/wreck-of-the-steamship-helena
ao,36.858243,-2.061094,Rodalquilar Gold Mine,https://www.atlasobscura.com/places/rodalquilar-gold-mine
ao,55.856752,-4.24491,The Trongate Cherub,https://www.atlasobscura.com/places/the-trongate-cherub
ao,38.789682,-77.212537,Orange and Alexandria Railroad Culvert,https://www.atlasobscura.com/places/orange-and-alexandria-railroad-culvert
ao,46.726774,-117.191465,Farr Cemetery,https://www.atlasobscura.com/places/farr-cemetery
ao,22.573307,88.354801,Terreti Bazaar,https://www.atlasobscura.com/places/terreti-bazaar
ao,52.158529,-0.258323,RAF Tempsford Memorial Barn,https://www.atlasobscura.com/places/raf-tempsford-memorial-barn
ao,64.056896,-139.435045,Dawson City Museum,https://www.atlasobscura.com/places/dawson-city-museum
ao,49.405128,-123.194314,Mount Strachan Crash Site and Memorial,https://www.atlasobscura.com/places/mount-strachan-plane-crash-site-and-memorial
ao,40.512377,-74.461709,Cornelius Low House,https://www.atlasobscura.com/places/cornelius-low-house
ao,51.408512,-0.306593,The Coronation Stone,https://www.atlasobscura.com/places/the-coronation-stone
ao,35.202236,139.048771,Amazake-chaya Tea House,https://www.atlasobscura.com/places/amazake-chaya-tea-house
ao,-8.504907,115.254105,Blanco Renaissance Museum,https://www.atlasobscura.com/places/blanco-renaissance-museum
ao,27.646106,85.474265,Kailashnath Mahadev Statue,https://www.atlasobscura.com/places/kailashnath-mahadev
ao,40.498635,-74.446667,Japanese Giant Spider Crab,https://www.atlasobscura.com/places/japanese-giant-spider-crab
ao,42.250739,-89.09518,Beyer Stadium,https://www.atlasobscura.com/places/beyer-stadium
ao,55.395388,10.389136,St. Canute's Cathedral,https://www.atlasobscura.com/places/st-canutes-cathedral
ao,42.448847,-107.210336,Devil’s Gate (Wyoming),https://www.atlasobscura.com/places/devil-s-gate-wyoming
ao,56.97669,24.165072,'Sam',https://www.atlasobscura.com/places/sam-space-monkey
ao,55.933296,-3.214599,Merchiston Tower,https://www.atlasobscura.com/places/merchiston-tower
ao,38.800003,-77.04399,Wilkes Street Tunnel,https://www.atlasobscura.com/places/wilkes-street-tunnel
ao,42.157079,-78.751312,Onöhsagwë:de’ Cultural Center,https://www.atlasobscura.com/places/onohsagwe-de-cultural-center
ao,43.527639,39.831132,Dacha Kvitko,https://www.atlasobscura.com/places/dacha-kvitko
ao,42.38794,-71.083622,Site of the Destroyed Ursuline Convent,https://www.atlasobscura.com/places/site-of-destroyed-ursuline-convent
ao,37.99095,23.73492,Austrian Archaeological Institute at Athens,https://www.atlasobscura.com/places/austrian-archaeological-institute-at-athens
ao,36.504963,-104.920566,St. James Hotel,https://www.atlasobscura.com/places/st-james-hotel-3
ao,37.721033,-97.286617,Original Pizza Hut,https://www.atlasobscura.com/places/original-pizza-hut
ao,51.266512,-1.111951,The Baverstock Arms,https://www.atlasobscura.com/places/the-baverstock-arms
ao,-38.68985,176.071659,Taupo McDonald's Airplane,https://www.atlasobscura.com/places/airplane-mcdonalds-taupo
ao,42.503497,-70.848855,Herreshoff Castle,https://www.atlasobscura.com/places/herreshoff-castle
ao,51.22263,4.399723,Ruckersplaats Hands Monument,https://www.atlasobscura.com/places/ruckersplaats-hands-monument
ao,-31.745725,149.705994,The Black Stump,https://www.atlasobscura.com/places/the-black-stump
ao,60.153342,-1.146517,Shetland Library,https://www.atlasobscura.com/places/shetland-library
ao,24.170952,54.579517,Al Wathba Fossil Dune Formations,https://www.atlasobscura.com/places/al-wathba-fossil-dunes-formations
ao,31.216076,121.467234,Dr Sun Yat-sen’s Former Residence,https://www.atlasobscura.com/places/dr-sun-yat-sen-s-former-residence
ao,54.279621,-0.405372,Scarborough Railway Station Bench,https://www.atlasobscura.com/places/scarborough-railway-station-bench
ao,36.59148,-4.572393,Castillo Monumento Colomares,https://www.atlasobscura.com/places/castillo-de-colomares
ao,41.548918,-72.049778,Monument to Miantonomo,https://www.atlasobscura.com/places/monument-to-miantonomo
ao,31.914409,-108.319339,St. Catherine of Siena Catholic Mission Church,https://www.atlasobscura.com/places/st-catherine-of-siena-catholic-mission-church
ao,46.484814,13.78647,'Ajdovska Deklica' ('Heathen Maiden'),https://www.atlasobscura.com/places/ajdovska-deklica
ao,41.2599,28.742729,Istanbul Airport Museum,https://www.atlasobscura.com/places/istanbul-airport-museum
ao,44.692971,12.183248,Ponte dei Trepponti (Trepponti Bridge),https://www.atlasobscura.com/places/trepponti-bridge
ao,43.755156,-71.396321,The Old Country Store and Museum,https://www.atlasobscura.com/places/the-old-country-store-museum
ao,43.793997,4.585147,Mas des Tourelles,https://www.atlasobscura.com/places/mas-des-tourelles
ao,41.479034,-81.752552,Memorial to Tamir Rice,https://www.atlasobscura.com/places/memorial-to-tamir-rice
ao,39.128011,-100.861667,Fick Fossil and History Museum,https://www.atlasobscura.com/places/fick-fossil-and-history-museum
ao,54.897396,-1.687788,Causey Arch,https://www.atlasobscura.com/places/causey-arch
ao,55.817283,-4.597272,Clochoderick Stone,https://www.atlasobscura.com/places/clochoderick-stone
ao,42.236572,12.508172,Bunker Soratte,https://www.atlasobscura.com/places/bunker-soratte
ao,52.370833,4.898056,Oost-Indisch Huis,https://www.atlasobscura.com/places/oost-indisch-huis
ao,55.431563,-4.635188,The Poets Path,https://www.atlasobscura.com/places/the-poets-path
ao,38.045249,-81.06762,Kaymoor Mines,https://www.atlasobscura.com/places/kaymoor-mines
ao,39.915729,-105.080096,Hypnotic Turtle DreamBox,https://www.atlasobscura.com/places/hypnotic-turtle-dreambox
ao,42.922407,-78.867295,Ely S. Parker's Grave,https://www.atlasobscura.com/places/ely-s-parkers-grave
ao,52.771059,-1.20677,'The Sockman',https://www.atlasobscura.com/places/the-sockman
ao,53.223035,-1.710053,Sheepwash Pen and Lambs' Bank,https://www.atlasobscura.com/places/sheepwash-pen-and-lambs-bank
ao,43.722566,10.395188,The Camposanto,https://www.atlasobscura.com/places/the-camposanto
ao,55.952646,-3.201433,Northern Lighthouse Board,https://www.atlasobscura.com/places/northern-lighthouse-board
ao,44.118202,20.4724,Srpski Holywood,https://www.atlasobscura.com/places/srpski-holywood
ao,28.364864,81.559643,Bardia National Park,https://www.atlasobscura.com/places/bardia-national-park
ao,35.827007,-82.63285,Wind Phone,https://www.atlasobscura.com/places/wind-phone
ao,38.368323,-108.736487,Uravan,https://www.atlasobscura.com/places/uravan
ao,42.344683,-71.178904,John Eliot Memorial,https://www.atlasobscura.com/places/john-eliot-memorial
ao,34.734975,-83.917779,The Appalachian Trail Shoe Tree,https://www.atlasobscura.com/places/the-appalachian-trail-shoe-tree
ao,46.491332,30.733612,Monument to Orange,https://www.atlasobscura.com/places/monument-to-orange
ao,41.889569,12.483198,Basilica of San Giorgio in Velabro,https://www.atlasobscura.com/places/church-of-san-giorgio-in-velabro
ao,32.200295,-84.130321,Andersonville National Historic Site,https://www.atlasobscura.com/places/andersonville-national-historic-site
ao,35.934458,-83.584192,Smoky Mountain Knife Works,https://www.atlasobscura.com/places/smoky-mountain-knife-works
ao,50.228251,14.084051,'Hvězdicová Kotelna',https://www.atlasobscura.com/places/hvezdicova-kotelna
ao,51.198628,2.849053,Walraversijde,https://www.atlasobscura.com/places/walraversijde
ao,27.728626,85.469086,Shiva Statue,https://www.atlasobscura.com/places/shiva-statue
ao,41.911384,12.480891,The Water Clock,https://www.atlasobscura.com/places/the-water-clock
ao,51.774796,0.908745,Monkey Beach,https://www.atlasobscura.com/places/monkey-beach
ao,33.089827,131.762835,Usuki Stone Buddhas,https://www.atlasobscura.com/places/usuki-stone-buddhas
ao,37.641634,-98.111777,Glenn Stark Park,https://www.atlasobscura.com/places/glenn-stark-park
ao,31.010438,121.311704,Shanghai Film Park,https://www.atlasobscura.com/places/shanghai-film-park
ao,51.832197,4.312116,'Saved by a Whale’s Tail',https://www.atlasobscura.com/places/saved-by-a-whale-s-tail
ao,48.705449,2.038173,Promenade des Petits Ponts,https://www.atlasobscura.com/places/promenade-des-petits-ponts
ao,55.946878,-3.197614,The Miss Jean Brodie Steps,https://www.atlasobscura.com/places/the-miss-jean-brodie-steps
ao,45.323817,20.434974,Ečka Kula,https://www.atlasobscura.com/places/ecka-kula
ao,60.145858,-1.138642,The Dutchman's Leap,https://www.atlasobscura.com/places/the-dutchmans-leap
ao,45.871625,11.034503,Sacrario Militare di Castel Dante (Castel Dante War Memorial),https://www.atlasobscura.com/places/castel-dante-war-memorial
ao,38.374034,26.055981,Nea Moni,https://www.atlasobscura.com/places/nea-moni-monastery
ao,1.270666,103.817236,Keppel Hill Reservoir,https://www.atlasobscura.com/places/keppel-hill-reservoir
ao,53.513496,8.135548,Kaiser Wilhelm Bridge,https://www.atlasobscura.com/places/kaiser-wilhelm-bruker
ao,50.558673,6.226648,Vennbahn Cycleway,https://www.atlasobscura.com/places/vennbahn-cycleway
ao,43.070994,12.614687,Temple of Minerva,https://www.atlasobscura.com/places/church-of-santa-maria
ao,35.699783,139.699872,Harukor,https://www.atlasobscura.com/places/harukor
ao,60.157938,-1.149813,'Shetland Receivers',https://www.atlasobscura.com/places/shetland-receivers
ao,55.950724,-3.224548,The Paolozzi Studio,https://www.atlasobscura.com/places/the-paolozzis-studio
ao,42.24553,12.502054,Hermitage of Saint Sylvester,https://www.atlasobscura.com/places/hermitage-of-saint-sylvester
ao,43.020556,-1.324722,Roncevaux Pass,https://www.atlasobscura.com/places/roncevaux-pass
