cat,lat,lon,title,description
city,50.257778,127.536389,Blagoveshchensk,"  
  "
city,50.916667,128.483333,Belogorsk,"  
  "
city,53.983333,123.933333,Skovorodino,"  
  "
city,55.15,124.716667,Tynda,"  
  "
city,18.216667,42.5,Abha,"  
  "
city,16.889167,42.561111,Jizan,"  
  "
city,18.3,42.733333,Khamis Mushayt,"  
  "
city,17.4917,44.1322,Najran,"  
  "
city,48.133333333333,11.566666666667,Munich,"  
  "
city,48.35639,10.91194,Augsburg,"  
  "
city,49.948055555556,11.578333333333,Bayreuth,"  
  "
city,49.89166667,10.88888889,Bamberg,"  
  "
city,48.539722222222,12.150833333333,Landshut,"  
  "
city,49.452777777778,11.077777777778,Nuremberg,"  
  "
city,48.566666666667,13.466666666667,Passau,"  
  "
city,49.016666666667,12.083333333333,Regensburg,"  
  "
city,49.794444444444,9.9294444444444,Würzburg,"  
  "
city,49.407,15.592,Jihlava,"  
  "
city,49.716,15.672,Chotěboř,"  
  "
city,49.607,15.578,Havlíčkův Brod,"  
  "
city,49.543,15.358,Humpolec,"  
  "
city,49.565,16.076,Nové Město na Moravě,"  
  "
city,49.43,15.224,Pelhřimov,"  
  "
city,49.186,15.457,Telč,"  
  "
city,49.216,15.881,Třebíč,"  
  "
city,49.289,15.48,Třešť,"  
  "
city,49.291,16.23,Velká Bíteš,"  
  "
city,49.354,16.009,Velké Meziříčí,"  
  "
city,49.564,15.937,Žďár nad Sázavou,"  
  "
city,42.283889,18.869167,Bečići,"  
  "
city,42.284722,18.845278,Budva,"  
  "
city,42.205556,18.9425,Petrovac,"  
  "
city,39.404,-9.134,Nossa Senhora do Pópulo,"http://www.freguesiacaldasdarainha.pt 
  "
city,39.4048,-9.14,Santo Onofre,"http://stonofre-sbouro.pt/ 
  "
city,39.4256,-9.1167,Coto,"http://www.freguesiacaldasdarainha.pt 
  "
city,39.4353,-9.2161,Foz do Arelho,"https://www.jf-fozdoarelho.com 
  "
city,39.422,-9.1889,Nadadouro,"https://www.freguesiadenadadouro.pt 
  "
city,39.4954,-9.1518,Salir do Porto,"http://www.tornadaesalirdoporto.pt 
  "
city,39.4595,-9.1895,Serra do Bouro,"http://stonofre-sbouro.pt/ 
  "
city,39.4471,-9.1273,Tornada,"http://www.tornadaesalirdoporto.pt 
  "
city,39.3222,-9.0519,A dos Francos,"http://www.freguesiadeadosfrancos.pt 
  "
city,39.384,-9.0375,Alvorninha,"http://www.falvorninha.pt/ 
  "
city,39.4414,-9.0443,Carvalhal Benfeito,"https://www.freguesiacarvalhalbenfeito.pt 
  "
city,39.3157,-9.0215,Landal,"http://www.cm-caldas-rainha.pt/webcenter/portal/oracle/webcenter/page/scopedMD/s3cb489dd_3d2a_4d93_b095_c496cec0b515/Page227.jspx 
  "
city,39.4277,-9.0975,Salir de Matos,"http://freguesias.anafre.pt/caldasdarainha/salirdematos 
  "
city,39.4479,-9.0155,Santa Catarina,"http://santacatarina.pt/ 
  "
city,39.3541,-9.0578,São Gregório,"http://www.freguesiacaldasdarainha.pt 
  "
city,39.3684,-9.0492,Vidais,"https://www.facebook.com/FreguesiaDeVidais/ 
  "
city,50.09,14.46,Prague,"  
  "
city,49.965,14.069,Beroun,"  
  "
city,49.951,15.267,Kutná Hora,"  
  "
city,50.031,15.2,Kolín,"  
  "
city,50.241,14.308,Kralupy nad Vltavou,"  
  "
city,50.41,14.903,Mladá Boleslav,"  
  "
city,50.143,15.12,Poděbrady,"  
  "
city,49.69,14.009,Příbram,"  
  "
city,49.744,15.101,Zruč nad Sázavou,"  
  "
city,49.992,14.656,Říčany,"  
  "
city,42.439722,19.266111,Podgorica,"  
  "
city,42.393333,18.921944,Cetinje,"  
  "
city,42.61,19.05,Danilovgrad,"  
  "
city,42.78,18.94,Nikšić,"  
  "
city,42.35,19.033333,Rijeka Crnojevica,"  
  "
city,42.365556,19.331389,Tuzi,"  
  "
city,42.244444,19.090278,Virpazar,"  
  "
city,48.74,19.14,Banská Bystrica,"  
  "
city,48.46,18.91,Banská Štiavnica,"  
  "
city,49.217,19.293,Dolný Kubín,"  
  "
city,49.121,18.324,Púchov,"  
  "
city,49.085,19.613,Liptovský Mikuláš,"  
  "
city,49.128,18.68,Rajecké Teplice,"  
  "
city,49.082,19.304,Ružomberok,"  
  "
city,49.223,18.737,Žilina,"  
  "
city,48.575,19.133,Zvolen,"  
  "
city,9.933333,-84.083333,San José,"  
  "
city,10.016667,-84.216667,Alajuela,"  
  "
city,9.9833,-84.3833,Atenas,"  
  "
city,9.866667,-83.916667,Cartago,"  
  "
city,9.996389,-84.116667,Heredia,"  
  "
city,10.086989,-84.470008000000007,San Ramon,"  
  "
city,9.9,-83.6833,Turrialba,"  
  "
city,10.072222,-84.311111,Grecia,"  
  "
city,10.3175,-84.824,Santa Elena,"  
  "
city,9.5477,-83.8114,San Gerardo de Dota,"  
  "
city,47.902964,1.909251,Orléans,"  
  "
city,47.412618,0.979612,Amboise,"  
  "
city,47.586092,1.335947,Blois,"  
  "
city,47.081012,2.398782,Bourges,"  
  "
city,48.443854,1.489012,Chartres,"  
  "
city,47.167296,0.240385,Chinon,"  
  "
city,46.947535,1.988654,Issoudun,"  
  "
city,48.58715,1.57774,Maintenon,"  
  "
city,47.350603,2.195829,Nançay,"  
  "
city,48.321762,0.821776,Nogent le Rotrou,"  
  "
city,46.440907,1.389618,Saint-Benoît-du-Sault,"  
  "
city,47.394144,0.68484,Tours,"  
  "
city,47.7925,1.0659,Vendôme,"  
  "
city,24.066667,120.533333,Changhua,"  
  "
city,-16.9733,-65.4207,,"  
  "
city,-17.7363,-65.1915,Totora,"  
  "
city,-18.2029,-65.1827,Aiquile,"  
  "
city,50.21,15.832,Hradec Králové,"  
  "
city,50.561,15.914,Trutnov,"  
  "
city,50.417,16.163,Náchod,"  
  "
city,50.4375086,15.3515976,Jičín,"  
  "
city,50.432,15.814,Dvůr Králové nad Labem,"http://www.dvurkralove.cz 
  "
city,50.726,15.61,Špindlerův Mlýn,"  
  "
city,50.034,15.774,Pardubice,"  
  "
city,49.951,15.795,Chrudim,"  
  "
city,49.756,16.469,Svitavy,"  
  "
city,49.902,16.447,Česká Třebová,"  
  "
city,49.974,16.394,Ústí nad Orlicí,"  
  "
city,49.954,16.162,Vysoké Mýto,"  
  "
city,49.758,16.664,Moravská Třebová,"  
  "
city,49.873,16.31,Litomyšl,"  
  "
city,49.913,16.612,Lanškroun,"  
  "
city,49.762,15.907,Hlinsko,"  
  "
city,31.833333,36.816667,Azraq,"  
  "
city,32.504167,38.201111,Al Ruwayshid,"  
  "
city,32.193056,37.126667,Safawi,"  
  "
city,32.342778,36.205,Mafraq,"  
  "
city,41.1805136,41.80969,Artvin,"  
  "
city,40.9538421,41.0979493,Ayder,"  
  "
city,40.915729,38.3911323,Giresun,"  
  "
city,41.026322,40.5209061,Rize,"  
  "
city,40.904382,40.1214505,Sürmene,"  
  "
city,40.8813933,39.29575,Tonya,"  
  "
city,40.5562041,39.2955322,Torul,"  
  "
city,41.0011584,39.7179943,Trabzon,"  
  "
city,49.29216,21.2758,Bardejov,"  
  "
city,49.13725,20.43122,Kežmarok,"  
  "
city,48.72132,21.25683,Košice,"  
  "
city,49.02616,20.58872,Levoča,"  
  "
city,48.7557,21.9184,Michalovce,"  
  "
city,49.05486,20.30128,Poprad,"  
  "
city,48.9979,21.24138,Prešov,"  
  "
city,48.94336,20.56898,Spišská Nová Ves,"  
  "
city,49.27072,20.2654,Ždiar,"  
  "
city,28.5,-13.87,Puerto del Rosario,"  
  "
city,28.611,-13.927,La Oliva,"  
  "
city,28.425,-14.057,Betancuria,"  
  "
city,28.417,-14.017,Antigua,"  
  "
city,28.317,-14.05,Tuineje,"  
  "
city,28.352,-14.106,Pájara,"  
  "
city,40.2321,25.8945,Kaleköy,"  
  "
city,40.1901,25.833,Tepeköy,"  
  "
city,46.85,9.533333,Chur,"  
  "
city,46.8,9.8333,Davos,"  
  "
city,46.7,8.866667,Disentis,"  
  "
city,46.7667,9.2,Ilanz,"  
  "
city,46.75,9.55,Lenzerheide,"  
  "
city,46.5,9.9,Pontresina,"  
  "
city,46.533333,9.866667,Samedan,"  
  "
city,46.9333,10.35,Samnaun,"  
  "
city,46.5,9.8333,St. Moritz,"  
  "
city,49.866666666667,8.65,Darmstadt,"  
  "
city,50.113611111111,8.6797222222222,Frankfurt,"  
  "
city,50.552777777778,9.6775,Fulda,"  
  "
city,50.583333333333,8.6666666666667,Gießen,"  
  "
city,50.133333333333,8.9166666666667,Hanau,"  
  "
city,51.319722222222,9.4977777777778,Kassel,"  
  "
city,50.383333333333,8.0666666666667,Limburg an der Lahn,"  
  "
city,50.816666666667,8.7666666666667,Marburg,"  
  "
city,50.082083333333,8.2413611111111,Wiesbaden,"  
  "
city,-0.9523,-90.9658,Puerto Villamil,"  
  "
city,-0.8501,-91.0319,Santo Tomas,"  
  "
city,40.7085,13.9195,Barano,"  
  "
city,40.7473,13.9076,Casamicciola,"  
  "
city,40.7379,13.8604,Forio,"  
  "
city,40.7432,13.9385,Ischia Porto,"  
  "
city,40.7322,13.9588,Ischia Ponte,"  
  "
city,40.751,13.89,Lacco Ameno,"  
  "
city,40.7155,13.8954,Serrara-Fontana,"  
  "
city,11.533333,-85.7,Moyogalpa,"  
  "
city,11.566667,-85.583333,Altagracia,"  
  "
city,58.1302155,24.0050276,Lemsi,"  
  "
city,58.1353425,23.9720495,Linaküla,"  
  "
city,58.111311,23.9822329,Rootsiküla,"  
  "
city,58.151667,23.998056,Sääre,"  
  "
city,31.183333,35.7,Kerak,"  
  "
city,31.716667,35.8,Madaba,"  
  "
city,67.85,20.2167,Kiruna,"  
  "
city,68.3333,18.85,Abisko and Björkliden,"  
  "
city,67.85,20.6167,Jukkasjärvi,"  
  "
city,68.4409,22.4788,Karesuando,"  
  "
city,68.428,18.122,Riksgränsen,"  
  "
city,67.8789364,18.8681819,Kebnekaise and Nikkaluokta,"  
  "
city,28.0906,-17.1116,San Sebastián de La Gomera,"  
  "
city,28.188,-17.1943,Agulo,"  
  "
city,28.16288,-17.1985,Hermigua,"  
  "
city,28.02881,-17.19788,Playa de Santiago,"  
  "
city,28.0887,-17.3389,Valle Gran Rey,"  
  "
city,28.1798,-17.2657,Vallehermoso,"  
  "
city,28.9699,-13.547,Arrecife,"  
  "
city,29.1467,-13.4995,Haria,"  
  "
city,29.0029,-13.6151,San Bartolomé,"  
  "
city,29.0605,-13.5596,Teguise,"  
  "
city,28.9591,-13.6506,Tías,"  
  "
city,29.0659,-13.6761,Tinajo,"  
  "
city,28.9558,-13.7675,Yazia,"  
  "
city,38.8341,20.7078,Lefkada,"  
  "
city,38.6421,20.7061,Poros,"  
  "
city,49.610556,6.132778,Luxembourg City,"  
  "
city,50.05,6.033333,Clervaux,"  
  "
city,49.868056,6.156667,Diekirch,"  
  "
city,49.811667,6.421667,Echternach,"  
  "
city,49.846389,6.099167,Ettelbruck,"  
  "
city,49.496944,5.980556,Esch-sur-Alzette,"  
  "
city,49.506944,6.280556,Mondorf-les-Bains,"  
  "
city,49.933611,6.2075,Vianden,"  
  "
city,42.1,19.1,Bar,"  
  "
city,41.923611,19.205556,Ulcinj,"  
  "
city,58.5775,23.3833,Kuivastu,"  
  "
city,58.605556,23.237222,Liiva,"  
  "
city,58.5952921,23.0838927,Koguva,"  
  "
city,56.433889,-6.336111,Isle of Staffa,"  
  "
city,56.497,-6.418,Treshnish Isles,"http://www.southernhebrides.com/treshnish-isles-puffin-territory/ 
  "
city,31.258889,34.797778,Be'er Sheva,"  
  "
city,31.260278,35.214722,Arad,"  
  "
city,31.07,35.03,Dimona,"  
  "
city,29.55,34.95,Eilat,"  
  "
city,30.612778,34.801667,Mitzpe Ramon,"  
  "
city,31.416667,34.583333,Netivot,"  
  "
city,31.283333,34.616667,Ofakim,"  
  "
city,31.3925,34.754444,Rahat,"  
  "
city,31.526111,34.593889,Sderot,"  
  "
city,41.1001,44.6596,Alaverdi,"  
  "
city,40.8843,45.3916,Berd,"  
  "
city,40.741,44.8649,Dilijan,"  
  "
city,40.7868,43.8425,Gyumri,"  
  "
city,40.8822,45.1452,Ijevan,"  
  "
city,41.1725,44.9964,Noyemberyan,"  
  "
city,41.0073,44.3897,Stepanavan,"  
  "
city,40.8133,44.4836,Vanadzor,"  
  "
city,40.8313,44.2708,Spitak,"  
  "
city,31.95,35.933333,Amman,"  
  "
city,32.333611,35.752222,Ajlun,"  
  "
city,32.55,35.85,Irbid,"  
  "
city,32.272281,35.891397,Jerash,"  
  "
city,32.033333,35.733333,Salt,"  
  "
city,32.083333,36.1,Zarqa,"  
  "
city,54.91,8.3075,Westerland on Sylt,"http://www.stadt-westerland.de/ 
  "
city,50.335278,8.755,Friedberg (Hessen),"  
  "
city,65.742,-19.638,Sauðárkrókur,"  
  "
city,65.732,-19.111,Hólar,"  
  "
city,65.897,-19.411,Hofsós,"  
  "
city,66.152,-18.91,Siglufjörður,"  
  "
city,66.071,-18.651,Ólafsfjörður,"  
  "
city,65.972,-18.53,Dalvík,"  
  "
city,65.683,-18.094,Akureyri,"  
  "
city,66.042,-17.34,Húsavík,"  
  "
city,66.301,-15.771,"Raufarhöfn, Þórshöfn and Kópasker","  
  "
city,42.847272,19.869414,Berane,"  
  "
city,43.029167,19.745556,Bijelo Polje,"  
  "
city,42.561944,19.833889,Gusinje,"  
  "
city,42.825,19.518,Kolašin,"  
  "
city,42.595556,19.945,Plav,"  
  "
city,42.844228,20.167878,Rožaje,"  
  "
city,43.158333,19.130278,Žabljak,"  
  "
city,49.835,18.282,Ostrava,"  
  "
city,49.594,17.251,Olomouc,"  
  "
city,49.746,18.6247,Český Těšín,"  
  "
city,49.7803,18.4364,Havířov,"  
  "
city,50.23,17.205,Jeseník,"  
  "
city,49.702,17.076,Litovel,"  
  "
city,49.939,17.903,Opava,"  
  "
city,49.6409,18.145,Příbor,"  
  "
city,49.472,17.112,Prostějov,"  
  "
city,49.771,17.121,Uničov,"  
  "
city,51.216666666667,6.8166666666667,Düsseldorf,"  
  "
city,50.774167,6.0825,Aachen,"  
  "
city,50.733888888889,7.0997222222222,Bonn,"  
  "
city,50.942222222222,6.9577777777778,Cologne,"  
  "
city,51.513888888889,7.4652777777778,Dortmund,"  
  "
