cat,lat,lon,title,description
do,57.050996,9.919609,Casino Aalborg,"http://www.casinoaalborg.dk/ 
 +45 9810 1550"
do,57.049081,9.919746,Ice-skating,"  
  "
do,57.056502,9.886777,Open Swimming Pool,"  
  "
do,57.0464,9.93291,Nordkraft,"http://nordkraft.dk/forside.aspx 
  "
do,57.0475,9.93306,Musikkens Hus,"https://www.musikkenshus.dk 
 +45 60203000"
do,50.939047,4.042281,Cultural Centre De Werf,"http://www.ccdewerf.be 
 +32 53 732 812"
do,56.153784,10.2028831,Bicycle tour,"http://www.cycling-aarhus.dk/ 
 +45 27 29 06 90"
do,56.150519,10.204545,Aarhus Culture Walks,"http://aarhusculturewalk.dk/?lang=en 
 +45 42 42 19 25"
do,56.1559,10.2111,Aarhus Theater,"http://www.aarhusteater.dk 
 +45 89 33 23 00"
do,56.15203,10.19964,Bora Bora,"http://bora-bora.dk/ 
  "
do,56.1531,10.1991,Filuren,"http://filuren.dk/ 
  "
do,56.158889,10.190575,Helsingør Theater,"http://www.dengamleby.dk/viden/der-var-engang-foer-1900/andet/helsingoer-theater/ 
  "
do,56.1534,10.1938,Teater Katapult,"http://katapult.dk/ 
 +45 86 20 26 99"
do,56.151944,10.206667,Svalegangen,"http://www.svalegangen.dk/ 
 +45 86 19 19 44"
do,56.15427,10.2037,Teater Refleksion,"https://refleksion.dk/en/ 
 +45 86 24 05 72"
do,56.160266,10.212729,Teatret Gruppe 38,"https://www.gruppe38.dk/en/ 
 +45 86 13 53 11"
do,56.1492,10.2039,CinemaxX,"http://cinemaxx.dk/aarhus/ 
 +45 70 12 01 01"
do,56.15132,10.20584,Nordisk Film Biografer Aarhus C,"https://www.nfbio.dk/biografer/aarhus-c 
 +45 70 13 12 11"
do,56.1704,10.2159,Nordisk Film Biografer Trøjborg,"https://www.nfbio.dk/troejborg 
 +45 70 13 12 11"
do,56.160189,10.209481,Øst for Paradis,"http://paradisbio.dk/ 
 +45 86 19 31 22"
do,56.15977,10.21295,Slagtehal 3,"http://www.slagtehal3.dk 
  "
do,56.15519,10.21175,Fatter Eskil,"http://www.fattereskil.dk/ 
  "
do,56.160083,10.212593,Gyngen,"http://www.gyngen.dk/ 
  "
do,56.15203,10.1995,HeadQuarters,"http://www.hq.dk/ 
  "
do,56.152694,10.199592,Musikhuset,"http://www.musikhuset-aarhus.dk/default.aspx?areaID=5 
  "
do,56.15305,10.19411,Radar,"http://godsbanen.dk/aktoerer/radar/ 
  "
do,56.17125,10.200369,Studenterhus Aarhus,"http://www.studenterhusaarhus.dk/?q=en 
  "
do,56.160134,10.212316,Tape,"http://tapeaarhus.dk/ 
  "
do,56.15236,10.21167,Train,"https://www.train.dk/ 
  "
do,56.15578,10.19886,Voxhall,"http://www.voxhall.dk/ 
 +45 87 30 97 97"
do,56.202727,10.282948,Åkrogen,"  
  "
do,56.121064,10.225822,Ballehage Beach,"  
  "
do,56.19033,10.248963,Bellevue Beach Park,"  
  "
do,56.176697,10.231445,Den Permanente,"  
  "
do,56.088612,10.248923,Moesgaard Beach,"  
  "
do,56.14364,10.197024,Aarhus Svømmestadion,"http://www.svst.dk/ 
 +45 86 12 86 44"
do,56.151789,10.210967,Badeanstalten Spanien,"https://vigirbyenpuls.dk/svoemmehaller/badeanstalten-spanien/ 
 +45 89 40 20 70"
do,56.159503,10.135789,Gellerupbadet,"http://www.vigirbyenpuls.dk/da/Svoemmehaller/Gellerupbadet.aspx 
 +45 86 25 69 01"
do,56.164082,10.224934,Havnebadet,"  
  "
do,56.112219,10.191228,Lyseng Svømmebad,"http://www.vigirbyenpuls.dk/da/Svoemmehaller/Lyseng-Svoemmebad.aspx 
 +45 87 13 33 85"
do,56.181658,10.189689,Aarhus Skøjtehal,"http://www.skojtehallen.dk 
 +45 86 10 42 19"
do,56.132222,10.196,Ceres Park & Arena,"http://www.parkarena.dk/ 
  "
do,56.149156,10.206489,DGI-huset,"http://www.dgi-huset.dk/ 
 +45 86 18 00 88"
do,56.1288,10.1975,Jysk Væddeløbsbane,"http://www.jvb-aarhus.dk 
 +45 86 14 25 11"
do,56.129636,10.086538,Møllegård Islandsheste,"http://www.mollegaardislandsheste.dk/ 
 +45 23 30 16 50"
do,56.067095,10.22117,Seldrup Islandsheste,"http://www.seldrup-islandsheste.dk/16909350 
 +45 22 47 81 10"
do,56.253753,10.098506,Rønbækgård,"http://www.roenbaekgaard.dk/96223126 
 +45 28 15 73 01"
do,56.12211,10.01331,Aarhus Aadal Golf Club,"http://www.aadalgolf.dk/ 
 +45 86 94 26 77"
do,56.09358,10.21797,Aarhus Golf Club,"http://www.aarhusgolf.dk/ 
 +45 86 27 63 22"
do,56.1488,10.2041,Aarhus Minigolf,"http://www.aarhusminigolf.dk/ 
 +45 21 85 05 18"
do,56.16988,10.03034,Lyngbygaard Golf,"http://www.lyg.dk/ 
 +45 87 44 10 70"
do,56.213,10.194,Mollerup Golf Club,"http://www.mollerupgolfclub.dk/ 
 +45 86 78 55 56"
do,56.143556,10.147867,Battlearena Lasergame,"https://battlearena.dk/vi-tilbyder-lasergame/ 
 +45 86 22 14 44"
do,56.105643,10.150297,Eventpark Højbjerg,"http://www.eventhall.dk/ 
 +45 86 14 16 00 (Rush), +45 60 19 87 52 (Eventhall)"
do,56.144621,10.195962,Food markets,"http://www.visitaarhus.com/ln-int/ingerslevs-boulevard-gdk603483 
  "
do,56.154167,10.194722,Godsbanen,"http://godsbanen.dk/ 
 +45 8940 9948 or +45 2920 9043"
do,56.11753,10.12126,RaceHall,"http://www.racehall.com 
 +45 86 28 01 70"
do,56.15735,10.20995,Royal Scandinavian Casino,"http://royalcasino.dk/da-dk/forside/ 
 +45 86 19 21 22"
do,56.137156,10.195847,Tivoli Friheden,"http://friheden.dk/ 
 +45 86 14 73 00"
do,49.0245,-122.3614,Abbotsford International Air Show,"http://www.abbotsfordairshow.com/ 
  "
do,57.14733,-2.10207,Belmont Filmhouse,"http://www.belmontfilmhouse.com/ 
 +44 1224 343 500"
do,57.15328,-2.08479,Satrosphere Science Centre,"http://www.satrosphere.net 
 +44 1224 640340"
do,57.14352,-2.09117,Aberdeen Harbour Cruises,"http://www.greenhowemarineservices.co.uk/aberdeen-harbour-tours/ 
  "
do,57.197,-2.11,Scotstown Moor Local Nature Reserve,"  
  "
do,57.185807,-2.183106,Newhills Bowling Club,"  
 +44 1224 714825"
do,57.15927,-2.08845,Aberdeen FC,"http://www.afc.co.uk 
 +44 1224 650400"
